hour,day_of_week,month,is_peak_hour,is_weekend,road_type,weather,traffic_density,speed,speed_limit,vehicle_type,vehicles_involved,vehicle_age,road_condition,road_width,alcohol_involved,driver_distracted,pedestrians_involved,visibility,temperature,humidity,junction_type,severity
11,Thursday,8,0,0,Residential,Heavy Rain,3,24,40,Motorcycle,3,17,Dry,6,0,0,0,5,32,40,No Junction,Medium
13,Sunday,1,0,1,Urban Road,Clear,5,28,40,Car,3,2,Dry,11,0,0,1,8,20,64,Intersection,Medium
18,Wednesday,6,1,0,National Highway,Heavy Rain,6,21,80,Car,1,0,Dry,8,0,1,2,3,12,87,No Junction,High
20,Sunday,6,1,1,Urban Road,Clear,5,28,40,Car,2,3,Dry,3,0,0,1,5,29,77,Y-Junction,Medium
16,Tuesday,11,0,0,State Highway,Cloudy,3,16,60,Bicycle,1,11,Dry,6,0,0,0,6,31,53,Roundabout,Low
12,Sunday,5,0,1,Residential,Cloudy,6,29,40,Auto,1,0,Dry,10,0,0,0,8,31,81,Intersection,Low
12,Saturday,4,0,1,Highway,Cloudy,6,68,80,Car,4,7,Wet,6,0,1,0,6,28,85,Intersection,High
18,Tuesday,1,1,0,Highway,Cloudy,5,13,80,Car,2,6,Dry,9,0,0,0,6,21,86,Roundabout,Medium
0,Monday,11,0,0,Urban Road,Clear,6,10,40,Car,4,2,Dry,13,0,0,0,5,37,78,No Junction,Medium
17,Friday,10,1,0,Highway,Foggy,8,39,80,Motorcycle,2,5,Slippery,9,0,0,0,4,27,34,T-Junction,High
11,Monday,11,0,0,Urban Road,Rainy,3,39,40,Car,4,7,Dry,6,0,1,0,6,24,96,No Junction,Medium
19,Saturday,8,1,1,Residential,Cloudy,4,16,40,Auto,4,12,Wet,10,0,1,0,6,30,70,T-Junction,High
6,Friday,6,0,0,Residential,Rainy,6,61,40,Bus,2,2,Dry,9,0,1,1,9,24,55,T-Junction,Medium
16,Monday,3,0,0,Residential,Clear,1,10,40,Motorcycle,2,0,Good,10,0,0,0,5,21,84,Intersection,Low
14,Friday,12,0,0,Highway,Foggy,1,36,80,Auto,1,8,Dry,7,0,1,0,3,25,60,No Junction,Medium
17,Thursday,3,1,0,Residential,Clear,9,10,40,Motorcycle,4,3,Wet,5,0,1,1,9,29,20,No Junction,High
5,Sunday,12,0,1,Urban Road,Cloudy,4,69,40,Car,3,9,Dry,9,0,0,0,6,35,87,Y-Junction,Medium
16,Tuesday,6,0,0,National Highway,Clear,5,22,80,Motorcycle,2,9,Wet,9,0,0,0,9,17,53,Y-Junction,Medium
16,Friday,12,0,0,National Highway,Clear,9,10,80,Motorcycle,2,9,Wet,6,0,0,0,6,30,61,Y-Junction,High
16,Thursday,7,0,0,State Highway,Rainy,5,10,60,Truck,2,5,Dry,3,0,0,0,8,33,65,Roundabout,Low
16,Sunday,8,0,1,Residential,Cloudy,4,60,40,Car,1,7,Dry,6,0,0,0,5,30,58,No Junction,Medium
17,Sunday,5,1,1,Highway,Rainy,5,65,80,Motorcycle,4,7,Good,4,0,1,0,6,31,68,Intersection,High
19,Wednesday,10,1,0,Highway,Heavy Rain,6,17,80,Auto,1,4,Under Construction,7,0,0,0,5,36,82,No Junction,Medium
9,Monday,6,1,0,State Highway,Clear,4,28,60,Auto,3,8,Slippery,10,0,0,0,7,33,75,No Junction,Medium
19,Wednesday,12,1,0,Urban Road,Clear,8,10,40,Auto,2,7,Under Construction,3,1,0,2,9,25,44,No Junction,Medium
14,Saturday,1,0,1,Urban Road,Clear,4,56,40,Motorcycle,3,13,Dry,8,0,0,1,5,33,37,Intersection,High
6,Thursday,6,0,0,State Highway,Clear,3,26,60,Truck,2,8,Slippery,9,0,0,1,9,28,57,No Junction,Low
5,Wednesday,9,0,0,Residential,Clear,6,13,40,Auto,1,4,Dry,5,1,0,1,5,32,49,Intersection,Medium
10,Wednesday,10,1,0,Highway,Clear,5,14,80,Bicycle,2,14,Wet,9,0,0,0,7,20,48,No Junction,Medium
19,Sunday,4,1,1,Urban Road,Clear,6,35,40,Car,4,0,Slippery,11,0,0,2,7,26,48,No Junction,High
18,Thursday,10,1,0,Highway,Cloudy,8,30,80,Car,1,3,Dry,9,1,0,0,9,31,91,T-Junction,Medium
19,Sunday,1,1,1,Residential,Foggy,6,10,40,Motorcycle,1,3,Slippery,14,1,0,0,2,27,75,T-Junction,High
14,Tuesday,11,0,0,Urban Road,Clear,4,34,40,Auto,2,7,Wet,8,0,0,0,7,31,58,Y-Junction,Medium
13,Friday,9,0,0,National Highway,Clear,2,10,80,Motorcycle,3,3,Wet,11,1,0,0,5,36,67,Y-Junction,Medium
7,Saturday,4,1,1,Residential,Clear,6,10,40,Bus,3,1,Good,14,0,0,0,6,26,73,No Junction,Medium
10,Saturday,2,1,1,Highway,Clear,8,10,80,Motorcycle,5,4,Under Construction,9,0,0,2,6,33,50,Y-Junction,High
12,Monday,1,0,0,Highway,Clear,2,24,80,Bus,4,4,Dry,13,0,0,1,6,21,66,Intersection,Medium
6,Sunday,3,0,1,Urban Road,Clear,1,47,40,Car,1,1,Wet,9,1,1,2,7,32,20,T-Junction,High
8,Friday,7,1,0,National Highway,Clear,9,40,80,Bus,3,5,Wet,12,1,0,1,8,18,65,Intersection,High
16,Monday,11,0,0,Urban Road,Heavy Rain,3,46,40,Bus,3,8,Dry,4,0,0,0,4,29,77,Y-Junction,High
18,Saturday,10,1,1,State Highway,Clear,4,61,60,Car,1,4,Under Construction,8,1,0,0,5,28,76,No Junction,Medium
23,Friday,2,0,0,Urban Road,Clear,4,28,40,Auto,3,10,Dry,15,1,1,0,7,38,66,No Junction,High
22,Wednesday,9,0,0,Urban Road,Clear,6,26,40,Car,1,17,Dry,3,0,1,0,7,25,39,T-Junction,Medium
17,Tuesday,12,1,0,National Highway,Clear,4,42,80,Bus,2,8,Dry,5,0,1,0,7,16,71,No Junction,High
12,Wednesday,11,0,0,Highway,Clear,4,65,80,Auto,1,9,Dry,14,0,1,1,7,31,84,T-Junction,High
17,Tuesday,2,1,0,Residential,Clear,4,39,40,Bus,2,2,Dry,7,0,0,1,5,21,84,Roundabout,Medium
19,Sunday,5,1,1,Highway,Clear,10,28,80,Car,2,4,Wet,7,0,0,1,7,28,64,Intersection,High
7,Thursday,8,1,0,State Highway,Rainy,5,21,60,Car,2,4,Wet,10,0,0,0,8,24,70,T-Junction,Medium
12,Monday,12,0,0,State Highway,Rainy,3,17,60,Car,3,7,Wet,11,0,1,0,9,26,60,No Junction,Medium
19,Monday,10,1,0,State Highway,Clear,5,40,60,Car,1,10,Dry,6,0,0,1,5,15,77,Intersection,Medium
11,Thursday,8,0,0,Highway,Cloudy,4,29,80,Motorcycle,2,3,Wet,3,0,0,0,8,17,55,T-Junction,Medium
16,Friday,3,0,0,Highway,Clear,5,34,80,Car,1,9,Dry,5,1,0,0,6,30,54,Intersection,High
16,Thursday,2,0,0,Urban Road,Foggy,6,10,40,Auto,1,7,Dry,6,1,1,0,3,27,63,Y-Junction,Medium
8,Sunday,9,1,1,Urban Road,Clear,4,70,40,Car,5,12,Dry,4,0,0,0,5,21,62,Y-Junction,High
11,Saturday,3,0,1,Residential,Clear,2,60,40,Truck,2,11,Dry,5,0,0,3,9,24,35,Intersection,Medium
10,Thursday,8,1,0,Urban Road,Clear,2,62,40,Auto,2,0,Dry,8,0,0,1,7,30,62,T-Junction,Medium
2,Tuesday,2,0,0,Highway,Clear,2,70,80,Bicycle,2,5,Slippery,5,0,1,1,5,26,40,No Junction,High
2,Saturday,3,0,1,Residential,Heavy Rain,2,45,40,Auto,3,1,Dry,13,0,0,0,3,30,63,Intersection,High
19,Thursday,1,1,0,State Highway,Clear,10,10,60,Car,2,5,Dry,6,1,0,1,7,22,100,Y-Junction,High
9,Monday,11,1,0,National Highway,Rainy,7,19,80,Motorcycle,3,6,Wet,3,0,0,0,6,31,79,No Junction,High
14,Wednesday,6,0,0,Urban Road,Foggy,4,24,40,Car,4,4,Good,11,0,0,1,2,26,43,No Junction,Medium
9,Tuesday,7,1,0,Urban Road,Clear,10,37,40,Motorcycle,4,5,Under Construction,17,1,1,1,7,30,66,Intersection,High
22,Sunday,4,0,1,Highway,Clear,3,54,80,Car,1,10,Good,7,0,0,0,5,29,75,No Junction,Medium
8,Tuesday,1,1,0,Highway,Foggy,5,31,80,Car,2,5,Under Construction,8,0,0,0,2,25,41,No Junction,High
12,Friday,3,0,0,Urban Road,Clear,3,20,40,Motorcycle,2,3,Wet,11,0,1,1,7,25,72,Y-Junction,Medium
20,Wednesday,9,1,0,National Highway,Cloudy,4,10,80,Car,2,8,Under Construction,6,0,0,0,6,27,63,No Junction,Low
20,Tuesday,5,1,0,Highway,Rainy,5,10,80,Motorcycle,1,4,Wet,13,0,0,0,6,32,63,No Junction,Medium
8,Thursday,6,1,0,Urban Road,Rainy,7,10,40,Car,4,1,Dry,3,0,1,0,5,38,51,Roundabout,High
19,Tuesday,4,1,0,Highway,Heavy Rain,6,20,80,Motorcycle,4,9,Dry,7,0,0,0,2,23,64,Intersection,High
13,Tuesday,1,0,0,Urban Road,Cloudy,7,11,40,Motorcycle,3,6,Wet,5,0,1,0,8,33,90,T-Junction,Medium
14,Tuesday,5,0,0,Highway,Foggy,5,40,80,Motorcycle,4,11,Under Construction,4,0,0,0,4,26,56,T-Junction,High
7,Friday,5,1,0,Urban Road,Rainy,8,30,40,Auto,3,6,Dry,5,1,0,3,6,27,84,Roundabout,High
6,Tuesday,5,0,0,Urban Road,Clear,7,36,40,Motorcycle,2,7,Dry,9,0,0,0,8,29,65,T-Junction,Medium
18,Tuesday,6,1,0,Highway,Cloudy,8,55,80,Bus,2,2,Slippery,10,0,0,0,5,25,70,No Junction,High
14,Friday,11,0,0,Highway,Clear,3,35,80,Motorcycle,3,7,Wet,10,0,0,2,9,25,93,No Junction,Medium
12,Saturday,2,0,1,Residential,Cloudy,3,65,40,Motorcycle,4,12,Under Construction,3,0,0,0,6,39,63,Roundabout,Medium
18,Wednesday,1,1,0,Urban Road,Foggy,9,39,40,Motorcycle,2,11,Good,9,1,1,0,1,28,66,Intersection,High
18,Sunday,2,1,1,Highway,Cloudy,8,10,80,Car,2,4,Dry,7,0,0,1,9,30,77,Intersection,Medium
7,Saturday,10,1,1,National Highway,Clear,6,30,80,Bus,4,7,Dry,6,0,0,1,6,38,45,Intersection,High
17,Monday,6,1,0,Urban Road,Clear,10,43,40,Bus,3,10,Dry,7,0,1,0,8,38,84,Intersection,High
7,Friday,5,1,0,Residential,Foggy,6,12,40,Car,4,7,Under Construction,12,0,0,0,3,26,58,No Junction,Medium
18,Friday,5,1,0,State Highway,Heavy Rain,7,10,60,Bus,4,6,Dry,7,0,0,0,3,23,56,Intersection,High
17,Tuesday,12,1,0,Urban Road,Cloudy,4,36,40,Bus,2,5,Dry,10,0,0,2,7,21,38,Intersection,Medium
22,Tuesday,12,0,0,State Highway,Cloudy,5,39,60,Motorcycle,1,5,Dry,11,0,0,1,9,20,44,T-Junction,Medium
5,Sunday,6,0,1,National Highway,Rainy,5,85,80,Truck,3,11,Dry,10,0,0,2,8,25,72,No Junction,High
5,Monday,10,0,0,Highway,Clear,7,52,80,Auto,4,8,Dry,6,0,0,0,6,21,86,Roundabout,Medium
9,Tuesday,7,1,0,State Highway,Cloudy,1,49,60,Motorcycle,4,3,Under Construction,6,0,1,0,5,27,49,Roundabout,High
9,Thursday,9,1,0,Highway,Clear,4,10,80,Bus,4,6,Slippery,8,0,0,0,5,23,76,No Junction,High
8,Tuesday,7,1,0,Urban Road,Clear,6,10,40,Bicycle,4,2,Under Construction,6,1,1,0,6,25,60,Roundabout,High
21,Tuesday,2,0,0,State Highway,Foggy,1,74,60,Motorcycle,2,5,Dry,5,0,0,0,3,27,37,Intersection,High
8,Thursday,6,1,0,National Highway,Foggy,7,28,80,Motorcycle,4,5,Wet,8,0,0,1,4,26,55,Intersection,High
9,Monday,9,1,0,Residential,Clear,10,10,40,Truck,2,7,Wet,5,0,0,0,7,21,78,No Junction,Medium
18,Thursday,7,1,0,Highway,Clear,6,22,80,Motorcycle,3,1,Wet,6,0,0,1,6,30,44,No Junction,Medium
13,Friday,2,0,0,Urban Road,Cloudy,6,45,40,Car,1,6,Dry,7,0,0,0,6,35,38,Intersection,Medium
19,Thursday,3,1,0,Residential,Cloudy,7,10,40,Motorcycle,2,4,Slippery,6,0,0,2,9,35,51,Intersection,Medium
5,Wednesday,8,0,0,Urban Road,Clear,3,10,40,Bus,1,5,Wet,7,0,0,0,6,33,50,T-Junction,Low
14,Friday,11,0,0,National Highway,Foggy,2,29,80,Car,1,12,Dry,6,1,0,0,3,26,99,Intersection,High
3,Tuesday,9,0,0,Urban Road,Rainy,6,29,40,Car,3,11,Dry,14,0,1,0,8,24,68,No Junction,Medium
5,Sunday,4,0,1,Urban Road,Clear,5,11,40,Bicycle,4,0,Dry,13,0,0,3,5,32,88,Roundabout,Medium
21,Friday,9,0,0,Highway,Cloudy,5,34,80,Auto,2,5,Dry,6,0,1,0,5,29,63,Y-Junction,Medium
7,Monday,2,1,0,Urban Road,Rainy,7,64,40,Bicycle,2,0,Dry,6,0,0,0,9,32,70,Intersection,Medium
15,Monday,11,0,0,Residential,Rainy,8,24,40,Motorcycle,4,0,Dry,7,0,0,0,8,39,82,Y-Junction,Medium
12,Thursday,5,0,0,Urban Road,Rainy,8,10,40,Motorcycle,3,8,Dry,8,0,1,1,7,27,38,Roundabout,Medium
10,Friday,11,1,0,State Highway,Rainy,4,31,60,Car,1,3,Wet,7,0,1,0,7,23,44,Intersection,Medium
21,Tuesday,2,0,0,Highway,Rainy,1,51,80,Car,1,10,Good,8,0,0,3,9,24,75,No Junction,Medium
2,Monday,11,0,0,Urban Road,Rainy,6,31,40,Motorcycle,5,4,Dry,10,0,0,0,6,28,66,No Junction,Medium
17,Saturday,1,1,1,Residential,Cloudy,2,10,40,Car,2,11,Dry,5,0,0,0,8,24,75,No Junction,Low
22,Tuesday,5,0,0,Highway,Clear,5,49,80,Motorcycle,2,12,Wet,6,0,1,0,5,32,48,T-Junction,High
16,Saturday,2,0,1,Residential,Foggy,6,79,40,Car,2,9,Wet,3,0,0,2,3,32,62,T-Junction,High
22,Wednesday,7,0,0,State Highway,Clear,3,66,60,Motorcycle,3,2,Wet,6,0,0,0,9,35,92,Intersection,Medium
5,Saturday,8,0,1,Residential,Clear,3,63,40,Motorcycle,4,0,Wet,8,0,0,0,6,35,53,Y-Junction,High
12,Monday,2,0,0,Urban Road,Cloudy,6,10,40,Truck,5,5,Slippery,8,0,0,0,8,12,82,Roundabout,Medium
9,Thursday,7,1,0,State Highway,Clear,6,11,60,Motorcycle,2,10,Under Construction,11,0,0,2,6,23,72,No Junction,Medium
18,Wednesday,4,1,0,National Highway,Rainy,8,10,80,Car,2,15,Good,5,0,0,1,8,28,49,Y-Junction,High
23,Friday,1,0,0,Highway,Foggy,4,35,80,Auto,4,2,Wet,3,0,0,3,3,21,88,T-Junction,High
8,Tuesday,11,1,0,Residential,Foggy,7,35,40,Bus,2,10,Good,8,0,0,0,1,27,89,Intersection,High
17,Monday,3,1,0,Highway,Clear,3,45,80,Motorcycle,2,7,Slippery,7,1,0,1,8,23,38,Intersection,High
8,Wednesday,11,1,0,Highway,Rainy,7,21,80,Auto,5,11,Slippery,10,0,1,1,7,25,80,Y-Junction,High
16,Wednesday,12,0,0,Urban Road,Foggy,6,10,40,Auto,3,1,Wet,8,1,0,0,4,38,57,T-Junction,High
13,Monday,1,0,0,National Highway,Clear,3,58,80,Car,2,4,Good,11,0,0,0,7,35,62,Intersection,Medium
23,Friday,5,0,0,Residential,Clear,3,51,40,Car,3,4,Good,7,0,0,0,9,28,23,Roundabout,Medium
16,Friday,8,0,0,Urban Road,Clear,7,10,40,Car,2,8,Dry,6,0,0,0,5,22,57,T-Junction,Low
10,Thursday,1,1,0,Highway,Clear,8,23,80,Motorcycle,2,2,Wet,10,0,0,1,7,30,47,T-Junction,High
7,Sunday,9,1,1,National Highway,Foggy,6,10,80,Truck,3,0,Good,9,0,0,0,2,15,62,T-Junction,High
7,Saturday,3,1,1,Urban Road,Rainy,7,12,40,Car,3,7,Dry,5,0,0,2,8,32,44,T-Junction,High
8,Friday,5,1,0,Urban Road,Rainy,3,10,40,Motorcycle,1,4,Dry,9,0,1,3,5,31,46,Intersection,High
8,Thursday,9,1,0,State Highway,Clear,7,22,60,Bus,5,13,Dry,9,1,0,0,6,21,46,No Junction,High
20,Saturday,5,1,1,Residential,Clear,4,34,40,Truck,3,8,Wet,7,0,0,0,7,36,87,Roundabout,Medium
16,Wednesday,9,0,0,Highway,Rainy,4,45,80,Motorcycle,3,5,Slippery,11,0,0,0,8,24,61,Intersection,Medium
15,Monday,10,0,0,Urban Road,Cloudy,1,50,40,Motorcycle,2,7,Dry,12,0,0,0,7,22,73,Intersection,Medium
7,Friday,8,1,0,National Highway,Foggy,8,20,80,Motorcycle,2,4,Slippery,6,0,0,0,4,29,71,T-Junction,High
20,Thursday,7,1,0,National Highway,Cloudy,4,17,80,Motorcycle,2,8,Under Construction,9,0,1,2,8,20,50,Intersection,High
18,Wednesday,11,1,0,Highway,Rainy,10,13,80,Car,2,6,Dry,8,0,0,0,8,22,72,Y-Junction,Medium
5,Friday,1,0,0,Urban Road,Clear,4,53,40,Truck,1,13,Dry,6,0,0,1,9,30,66,Roundabout,Medium
18,Tuesday,4,1,0,Highway,Clear,6,22,80,Motorcycle,4,8,Under Construction,7,0,0,0,9,25,49,Intersection,High
15,Sunday,9,0,1,Urban Road,Cloudy,3,41,40,Car,2,11,Good,3,0,0,0,9,36,61,T-Junction,Medium
6,Wednesday,10,0,0,Residential,Rainy,1,27,40,Car,1,2,Dry,11,0,0,1,5,18,100,Y-Junction,Low
13,Friday,8,0,0,Urban Road,Cloudy,4,49,40,Bicycle,2,10,Slippery,10,0,0,0,6,28,39,Intersection,Medium
14,Wednesday,4,0,0,State Highway,Foggy,6,53,60,Car,2,1,Wet,3,0,0,0,4,34,55,T-Junction,High
7,Monday,12,1,0,Residential,Cloudy,7,36,40,Truck,1,3,Dry,7,0,0,3,5,32,74,T-Junction,High
22,Monday,1,0,0,Residential,Clear,3,36,40,Motorcycle,1,7,Under Construction,9,0,0,0,9,23,35,Roundabout,Low
20,Sunday,10,1,1,National Highway,Rainy,8,37,80,Car,1,14,Wet,10,0,1,0,6,39,59,No Junction,High
17,Monday,4,1,0,Urban Road,Foggy,5,26,40,Car,1,5,Slippery,7,0,0,2,4,16,86,Intersection,High
13,Saturday,3,0,1,Urban Road,Rainy,3,10,40,Bus,1,9,Dry,7,1,0,2,8,27,55,No Junction,Medium
12,Tuesday,6,0,0,Residential,Cloudy,3,59,40,Motorcycle,4,0,Under Construction,9,0,1,1,5,33,85,Roundabout,High
17,Monday,11,1,0,State Highway,Heavy Rain,4,10,60,Car,3,6,Dry,5,0,1,0,2,35,45,Intersection,High
15,Tuesday,5,0,0,Highway,Clear,6,18,80,Car,4,3,Dry,12,1,0,1,5,22,92,Intersection,High
5,Monday,5,0,0,State Highway,Rainy,3,40,60,Car,1,7,Dry,8,1,0,1,7,28,100,Intersection,Medium
14,Saturday,2,0,1,Highway,Foggy,4,46,80,Motorcycle,2,3,Dry,8,0,0,0,2,32,28,Intersection,Medium
19,Wednesday,12,1,0,Highway,Foggy,5,40,80,Car,4,10,Under Construction,12,0,0,0,4,27,93,Y-Junction,High
13,Friday,3,0,0,Highway,Rainy,7,10,80,Bus,5,12,Dry,7,0,0,1,9,20,61,Roundabout,Medium
5,Friday,11,0,0,National Highway,Cloudy,6,41,80,Car,1,9,Wet,12,0,1,1,5,17,57,Intersection,High
19,Monday,6,1,0,Urban Road,Rainy,4,10,40,Motorcycle,2,1,Under Construction,3,1,0,0,7,24,44,No Junction,Medium
8,Friday,2,1,0,Highway,Rainy,7,21,80,Motorcycle,2,10,Wet,11,0,0,2,8,24,42,Intersection,High
8,Monday,4,1,0,National Highway,Clear,7,18,80,Car,1,0,Dry,11,0,0,0,6,23,79,No Junction,Medium
7,Monday,2,1,0,Residential,Clear,8,10,40,Motorcycle,1,1,Slippery,3,0,0,1,8,39,56,Y-Junction,Medium
10,Sunday,9,1,1,State Highway,Heavy Rain,6,65,60,Motorcycle,2,11,Wet,7,1,0,1,2,31,25,T-Junction,High
18,Thursday,3,1,0,Urban Road,Cloudy,9,10,40,Car,3,2,Dry,9,0,0,0,7,26,82,No Junction,Medium
14,Thursday,10,0,0,Highway,Rainy,6,35,80,Auto,3,9,Dry,10,1,0,3,7,26,68,No Junction,High
8,Sunday,10,1,1,Urban Road,Cloudy,6,16,40,Motorcycle,2,6,Wet,11,0,0,0,8,27,54,No Junction,Medium
20,Thursday,6,1,0,State Highway,Clear,8,10,60,Bus,3,7,Slippery,3,1,0,0,9,31,87,T-Junction,High
20,Tuesday,1,1,0,Residential,Clear,6,10,40,Motorcycle,3,3,Wet,8,0,0,0,6,21,77,T-Junction,Medium
20,Thursday,11,1,0,Residential,Cloudy,6,32,40,Car,3,8,Dry,5,0,0,2,5,22,74,Y-Junction,Medium
8,Monday,10,1,0,State Highway,Rainy,9,60,60,Truck,5,10,Wet,5,0,0,0,5,27,27,T-Junction,High
13,Saturday,3,0,1,Urban Road,Rainy,6,30,40,Motorcycle,2,6,Dry,10,0,0,1,8,11,69,No Junction,Medium
23,Saturday,8,0,1,Residential,Cloudy,5,40,40,Truck,3,1,Dry,5,0,0,2,7,23,78,Intersection,Medium
19,Wednesday,5,1,0,Urban Road,Clear,7,17,40,Truck,3,9,Good,8,0,0,0,7,33,51,No Junction,Medium
2,Thursday,8,0,0,Highway,Rainy,1,65,80,Truck,4,4,Dry,6,0,0,3,9,32,54,Intersection,High
5,Saturday,2,0,1,Urban Road,Clear,4,57,40,Truck,2,9,Dry,11,0,0,1,6,18,22,T-Junction,Medium
13,Thursday,7,0,0,State Highway,Heavy Rain,4,10,60,Car,4,0,Under Construction,3,1,0,3,3,27,21,Roundabout,High
21,Wednesday,9,0,0,State Highway,Heavy Rain,7,10,60,Bicycle,2,4,Dry,11,0,1,0,3,20,81,No Junction,Medium
15,Saturday,7,0,1,Urban Road,Clear,3,24,40,Motorcycle,2,1,Wet,12,0,0,0,9,23,57,No Junction,Low
14,Monday,3,0,0,Highway,Cloudy,1,49,80,Auto,2,2,Slippery,9,1,0,0,6,24,47,Intersection,Medium
6,Tuesday,7,0,0,Highway,Foggy,6,51,80,Car,5,2,Dry,8,0,0,0,1,31,54,T-Junction,High
17,Sunday,8,1,1,National Highway,Clear,5,10,80,Motorcycle,1,11,Under Construction,3,0,0,1,6,33,85,Y-Junction,Low
19,Sunday,1,1,1,Residential,Clear,5,33,40,Bicycle,1,9,Slippery,9,0,0,1,5,24,98,T-Junction,High
11,Sunday,3,0,1,National Highway,Clear,4,69,80,Auto,1,10,Wet,11,1,0,0,6,18,82,Intersection,High
19,Thursday,5,1,0,State Highway,Clear,9,10,60,Bus,2,13,Dry,8,0,0,0,6,17,63,Y-Junction,Medium
22,Saturday,12,0,1,Urban Road,Rainy,8,24,40,Car,3,8,Good,6,0,1,2,8,34,99,No Junction,High
8,Saturday,6,1,1,Highway,Rainy,6,41,80,Truck,5,12,Wet,12,0,0,2,9,26,48,Intersection,High
15,Wednesday,3,0,0,Urban Road,Heavy Rain,3,56,40,Car,2,7,Wet,5,1,0,0,3,26,40,No Junction,High
9,Monday,4,1,0,Highway,Clear,2,27,80,Truck,2,10,Under Construction,11,0,0,0,6,21,79,Intersection,Medium
19,Friday,5,1,0,Highway,Foggy,10,18,80,Bicycle,2,3,Wet,9,0,1,3,2,33,80,Intersection,High
16,Saturday,3,0,1,Urban Road,Clear,8,10,40,Car,4,8,Wet,7,0,1,1,7,31,70,T-Junction,High
17,Tuesday,4,1,0,Residential,Clear,4,35,40,Motorcycle,2,5,Under Construction,15,1,1,0,9,25,72,No Junction,Medium
19,Wednesday,5,1,0,Urban Road,Cloudy,7,19,40,Motorcycle,1,2,Dry,9,0,1,0,9,22,40,Roundabout,Medium
12,Saturday,2,0,1,Urban Road,Clear,4,70,40,Car,1,7,Slippery,9,1,0,1,6,29,66,Intersection,High
21,Saturday,10,0,1,Residential,Cloudy,1,79,40,Bicycle,4,5,Dry,9,0,0,2,5,16,37,Y-Junction,High
15,Wednesday,9,0,0,Highway,Cloudy,5,31,80,Motorcycle,1,2,Slippery,8,1,0,0,9,30,69,Intersection,Medium
7,Wednesday,10,1,0,State Highway,Cloudy,8,42,60,Bicycle,2,8,Wet,7,0,0,0,8,26,89,No Junction,Medium
18,Thursday,8,1,0,Residential,Clear,6,10,40,Truck,2,0,Dry,10,0,0,0,6,29,72,Intersection,Medium
19,Saturday,12,1,1,Urban Road,Heavy Rain,6,22,40,Car,1,5,Dry,8,0,0,0,5,27,50,Intersection,Medium
10,Friday,6,1,0,Residential,Clear,7,44,40,Motorcycle,2,7,Wet,3,0,0,0,6,33,66,T-Junction,High
20,Tuesday,10,1,0,Urban Road,Cloudy,6,26,40,Car,4,9,Slippery,5,1,1,3,5,33,60,No Junction,High
21,Monday,11,0,0,Highway,Rainy,4,51,80,Car,2,7,Wet,11,0,0,0,9,34,57,Intersection,Medium
9,Monday,3,1,0,Urban Road,Clear,6,22,40,Car,1,2,Under Construction,10,1,1,1,6,28,58,Intersection,High
23,Friday,11,0,0,National Highway,Foggy,6,19,80,Car,2,4,Dry,4,0,1,2,2,27,40,No Junction,High
7,Wednesday,2,1,0,Highway,Rainy,8,11,80,Motorcycle,3,3,Under Construction,6,0,1,0,9,23,70,Y-Junction,Medium
8,Wednesday,7,1,0,Urban Road,Foggy,8,10,40,Car,2,3,Dry,6,1,0,0,1,24,62,T-Junction,High
8,Wednesday,8,1,0,State Highway,Rainy,7,10,60,Bus,1,5,Dry,12,0,0,0,7,30,90,Y-Junction,Medium
21,Saturday,10,0,1,Urban Road,Clear,5,61,40,Car,1,9,Dry,3,0,0,0,7,28,74,T-Junction,Low
17,Wednesday,1,1,0,Urban Road,Clear,9,10,40,Auto,1,0,Good,6,0,0,1,6,35,97,T-Junction,Medium
7,Wednesday,6,1,0,State Highway,Clear,4,10,60,Motorcycle,4,6,Wet,8,0,0,0,9,26,94,No Junction,Medium
13,Saturday,7,0,1,Urban Road,Rainy,4,76,40,Motorcycle,2,8,Dry,3,1,0,1,9,19,37,Intersection,High
17,Saturday,9,1,1,Residential,Clear,6,19,40,Car,2,3,Wet,8,0,0,0,5,28,52,T-Junction,Medium
6,Friday,12,0,0,Residential,Rainy,3,65,40,Truck,1,1,Wet,4,0,1,0,7,33,38,Intersection,Medium
20,Thursday,3,1,0,State Highway,Clear,8,45,60,Bicycle,2,10,Under Construction,5,0,0,0,8,31,45,No Junction,Medium
19,Saturday,2,1,1,National Highway,Rainy,5,28,80,Car,3,9,Wet,6,0,0,0,7,30,50,Intersection,Medium
14,Tuesday,5,0,0,State Highway,Rainy,4,56,60,Truck,3,12,Wet,7,0,0,3,9,34,99,T-Junction,High
22,Wednesday,10,0,0,Residential,Cloudy,1,37,40,Truck,1,10,Good,6,0,1,1,8,29,95,No Junction,Low
12,Thursday,1,0,0,State Highway,Cloudy,5,13,60,Motorcycle,3,0,Good,8,0,0,0,8,18,70,No Junction,Low
23,Monday,6,0,0,National Highway,Heavy Rain,5,40,80,Car,1,4,Dry,11,1,0,0,3,33,54,No Junction,High
17,Friday,9,1,0,National Highway,Clear,9,53,80,Car,3,7,Slippery,10,1,0,0,6,29,32,Intersection,High
17,Thursday,10,1,0,State Highway,Clear,9,10,60,Auto,1,6,Dry,12,0,0,0,6,27,51,T-Junction,Low
7,Saturday,9,1,1,Highway,Clear,5,38,80,Motorcycle,1,9,Slippery,7,1,0,3,5,20,65,No Junction,High
